"name","country","subcountry","geonameid"
"Umm Şalāl Muḩammad","Qatar","Baladīyat Umm Şalāl","289523"
"Umraniye","Turkey","Istanbul","738377"
"Umred","India","Maharashtra","1253807"
"Umreth","India","Gujarat","1253805"
"Umuahia","Nigeria","Abia","2320576"
"Umuarama","Brazil","Paraná","3445782"
"Un","India","Gujarat","1253786"
"Ūn","India","Uttar Pradesh","1253785"
"Una","Brazil","Bahia","3445781"
"Una","India","Himachal Pradesh","1253782"
"Una","India","Gujarat","1253783"
"Unaí","Brazil","Minas Gerais","3445764"
"Unaizah","Saudi Arabia","Al-Qassim","8394316"
"Unecha","Russia","Brjansk","479028"
"Ungaran","Indonesia","Central Java","1622636"
"Ungheni","Moldova","Ungheni","617180"
"Ungsang","South Korea","Gyeongsangnam-do","1912205"
"Unhel","India","Madhya Pradesh","1253754"
"União","Brazil","Piauí","3385745"
"União da Vitória","Brazil","Paraná","3445746"
"União dos Palmares","Brazil","Alagoas","3385742"
"Union","United States","New Jersey","5105608"
"Union City","United States","Georgia","4227777"
"Union City","United States","New Jersey","5105634"
"Union City","United States","California","5404555"
"Unión de Reyes","Cuba","Matanzas","3534761"
"Union Hill-Novelty Hill","United States","Washington","7262428"
"Uniondale","United States","New York","5141927"
"Universal City","United States","California","5404794"
"University","United States","Florida","7260219"
"University City","United States","Missouri","4412697"
"University Park","United States","Florida","4176217"
"University Place","United States","Washington","5814450"
"Unjha","India","Gujarat","1253750"
"Unna","Germany","North Rhine-Westphalia","2820087"
"Unnāo","India","Uttar Pradesh","1253747"
"Unquillo","Argentina","Cordoba","3833412"
"Unterhaching","Germany","Bavaria","2819465"
"Unterkrozingen","Germany","Baden-Württemberg","2819974"
"Unterschleißheim","Germany","Bavaria","2818766"
"Untolovo","Russia","Leningrad","8504947"
"Ünye","Turkey","Ordu","738349"
"Uozu","Japan","Toyama","1849237"
"Upata","Venezuela","Bolívar","3625710"
"Upington","South Africa","Northern Cape","945945"
"Upland","United States","California","5404915"
"Upleta","India","Gujarat","1253736"
"Uppal Kalan","India","Telangana","1253744"
"Upper Alton","United States","Illinois","4251841"
"Upper Arlington","United States","Ohio","4526993"
"Upper Hutt","New Zealand","Wellington","6244895"
"Upper Saint Clair","United States","Pennsylvania","5216895"
"Upplands Väsby","Sweden","Stockholm","2666238"
"Uppsala","Sweden","Uppsala","2666199"
"Urambo","Tanzania","Tabora","149172"
"Uran","India","Maharashtra","1253702"
"Uravakonda","India","Andhra Pradesh","1253698"
"Uray","Russia","Khanty-Mansiyskiy Avtonomnyy Okrug","1488429"
"Urayasu","Japan","Tokyo","1849186"
"Urbana","United States","Illinois","4914570"
"Urbandale","United States","Iowa","4879890"
"Urdaneta","Philippines","Ilocos","1680197"
"Ureshinomachi-shimojuku","Japan","Saga Prefecture","1849183"
"Urganch","Uzbekistan","Xorazm","1512473"
"Ürgüp","Turkey","Nevşehir","298326"
"Urgut","Uzbekistan","Samarqand","1215839"
"Uriangato","Mexico","Guanajuato","3980777"
"Uritsk","Russia","St.-Petersburg","478724"
"Urk","Netherlands","Flevoland","2745932"
"Urla","Turkey","İzmir","298316"
"Urmston","United Kingdom","England","2635062"
"Uromi","Nigeria","Edo","2319668"
"Urrao","Colombia","Antioquia","3666395"
"Ursus","Poland","Masovian Voivodeship","756320"
"Ursynów","Poland","Masovian Voivodeship","6545326"
"Uruaçu","Brazil","Goiás","3445713"
"Uruapan","Mexico","Michoacán","3980760"
"Uruçuca","Brazil","Bahia","3445690"
"Uruguaiana","Brazil","Rio Grande do Sul","3445679"
"Ürümqi","China","Xinjiang Uygur Zizhiqu","1529102"
"Urus-Martan","Russia","Chechnya","478581"
"Uryupinsk","Russia","Volgograd","478544"
"Urziceni","Romania","Ialomiţa","664074"
"Usa River","Tanzania","Arusha","149155"
"Usagara","Tanzania","Mwanza","149151"
"Uşak","Turkey","Uşak","298299"
"Usehat","India","Uttar Pradesh","1253673"
"Usera","Spain","Madrid","6544490"
"Usevia","Tanzania","Katavi","149132"
"Ush-Tyube","Kazakhstan","Almaty Oblysy","1517637"
"Ushibuka","Japan","Kumamoto","1849154"
"Ushiku","Japan","Ibaraki","2110629"
"Ushirombo","Tanzania","Geita","149129"
"Ushuaia","Argentina","Tierra del Fuego","3833367"
"Usilampatti","India","Tamil Nadu","1253671"
"Usinsk","Russia","Komi Republic","863061"
"Üsküdar","Turkey","Istanbul","738329"
"Uslar","Germany","Lower Saxony","2818094"
"Usman’","Russia","Lipetsk","478317"
"Usol’ye-Sibirskoye","Russia","Irkutsk","2014022"
"Ussuriysk","Russia","Primorskiy","2014006"
"Ust-Kamenogorsk","Kazakhstan","East Kazakhstan","1520316"
"Ust’-Dzheguta","Russia","Karachayevo-Cherkesiya","478130"
"Ust’-Ilimsk","Russia","Irkutsk","2013952"
"Ust’-Katav","Russia","Chelyabinsk","478071"
"Ust’-Kut","Russia","Irkutsk","2013923"
"Ust’-Labinsk","Russia","Krasnodarskiy","478044"
"Usta Muhammad","Pakistan","Balochistān","1162868"
"Uster","Switzerland","Zurich","2658216"
"Ústí nad Labem","Czech Republic","Ústecký","3063548"
"Ústí nad Orlicí","Czech Republic","Pardubický","3063546"
"Ustka","Poland","Pomeranian Voivodeship","3082756"
"Ustroń","Poland","Silesian Voivodeship","3082751"
"Usuki","Japan","Oita","1849094"
"Usulután","El Salvador","Usulután","3582883"
"Utebo","Spain","Aragon","3107139"
"Utena","Lithuania","Utenos apskritis","593672"
"Uthai Thani","Thailand","Uthai Thani","1605221"
"Uthal","Pakistan","Balochistān","1162862"
"Utica","United States","New York","5142056"
"Utmānzai","Pakistan","Khyber Pakhtunkhwa","1162855"
"Uto","Japan","Kumamoto","1849069"
"Utraula","India","Uttar Pradesh","1253638"
"Utrecht","Netherlands","Utrecht","2745912"
"Utrera","Spain","Andalusia","2510073"
"Utsunomiya","Japan","Tochigi","1849053"
"Uttamapālaiyam","India","Tamil Nadu","1253635"
"Uttar Char Fasson","Bangladesh","Khulna","1205481"
"Uttaradit","Thailand","Uttaradit","1605215"
"Uttarkāshi","India","Uttarakhand","1253628"
"Uttiramerūr","India","Tamil Nadu","1253623"
"Uusikaupunki","Finland","Southwest Finland","633221"
"Uva","Russia","Udmurtiya","477656"
"Uvarovo","Russia","Tambov","477626"
"Uvinza","Tanzania","Kigoma","149050"
"Uvira","Democratic Republic of the Congo","South Kivu","204405"
"Uwajima","Japan","Ehime","1926020"
"Uychi","Uzbekistan","Namangan","1512449"
"Uyo","Nigeria","Akwa Ibom","2319480"
"Uyovu","Tanzania","Geita","149027"
"Uzgen","Kyrgyzstan","Osh","1527513"
"Uzhhorod","Ukraine","Zakarpattia","690548"
"Uzhur","Russia","Krasnoyarskiy","1487882"
"Užice","Serbia","Central Serbia","3188434"
"Uzlovaya","Russia","Tula","477494"
"Uzunköprü","Turkey","Edirne","738251"
"V.S.K.Valasai (Dindigul-Dist.)","India","Tamil Nadu","8948694"
"Vaasa","Finland","Ostrobothnia","632978"
"Vác","Hungary","Pest","3043293"
"Vacaria","Brazil","Rio Grande do Sul","3445630"
"Vacoas","Mauritius","Plaines Wilhems","933945"
"Vāda","India","Maharashtra","1253610"
"Vadakku Valliyūr","India","Tamil Nadu","1253605"
"Vadamadurai","India","Tamil Nadu","1253595"
"Vādippatti","India","Tamil Nadu","1253579"
"Vadlapūdi","India","Andhra Pradesh","1253578"
"Vadnagar","India","Gujarat","1253577"
"Vadodara","India","Gujarat","1253573"
"Vaduz","Liechtenstein","Vaduz","3042030"
"Vagonoremont","Russia","Moscow","477377"
"Vahdat","Tajikistan","Republican Subordination","1220855"
"Vaihingen an der Enz","Germany","Baden-Württemberg","2817927"
"Vaijāpur","India","Maharashtra","1253545"
"Vaikam","India","Kerala","1253544"
"Vakfıkebir","Turkey","Trabzon","738228"
"Vakhsh","Tajikistan","Khatlon","1220219"
"Val-d'Or","Canada","Quebec","6173017"
"Valabhīpur","India","Gujarat","1253512"
"Valašské Meziříčí","Czech Republic","Zlín","3063447"
"Valdagno","Italy","Veneto","3164954"
"Valday","Russia","Novgorod","477301"
"Valdemoro","Spain","Madrid","3106868"
"Valdepeñas","Spain","Castille-La Mancha","2509982"
"Valdivia","Chile","Los Ríos","3868707"
"Valdosta","United States","Georgia","4228147"
"Valença","Brazil","Rio de Janeiro","3445596"
"Valença","Brazil","Bahia","3445597"
"Valença do Piauí","Brazil","Piauí","3385592"
"Valence","France","Auvergne-Rhône-Alpes","2971053"
"Valencia","Spain","Valencia","2509954"
"Valencia","Philippines","Northern Mindanao","1680116"
"Valencia","Venezuela","Carabobo","3625549"
"Valenciennes","France","Nord-Pas-de-Calais-Picardie","2971041"
"Valenza","Italy","Piedmont","3164920"
"Valenzano","Italy","Apulia","3164919"
"Valera","Venezuela","Trujillo","3625542"
"Valinhos","Brazil","São Paulo","3445578"
"Valjevo","Serbia","Central Serbia","3188402"
"Valkeakoski","Finland","Pirkanmaa","632672"
"Valkenswaard","Netherlands","North Brabant","2745860"
"Vallabh Vidyanagar","India","Gujarat","1253482"
"Valladolid","Spain","Castille and León","3106672"
"Valladolid","Mexico","Yucatán","3514876"
"Vallauris","France","Provence-Alpes-Côte d'Azur","2970962"
"Valle de Bravo","Mexico","México","3980621"
"Valle de La Pascua","Venezuela","Guárico","3625515"
"Valle de Santiago","Mexico","Guanajuato","3980605"
"Valle Hermoso","Mexico","Tamaulipas","3514868"
"Valledupar","Colombia","Cesar","3666304"
"Vallenar","Chile","Atacama","3868633"
"Vallentuna","Sweden","Stockholm","2665452"
"Valletta","Malta","Il-Belt Valletta","2562305"
"Valley Station","United States","Kentucky","4311963"
"Valley Stream","United States","New York","5142109"
"Valls","Spain","Catalonia","3106492"
"Valmiera","Latvia","Valmieras Rajons","453754"
"Valongo","Portugal","Porto","2732978"
"Valparai","India","Tamil Nadu","1253472"
"Valparaiso","United States","Indiana","4927537"
"Valparaíso","Brazil","São Paulo","3445575"
"Valparaíso","Chile","Valparaíso","3868626"
"Valrico","United States","Florida","4176318"
"Valsād","India","Gujarat","1253468"
"Valuyki","Russia","Belgorod","477192"
"Valvedditturai","Sri Lanka","Northern Province","1225142"
"Van","Turkey","Van","298117"
"Van Buren","United States","Arkansas","4134716"
"Vanadzor","Armenia","Lori Province","616530"
"Vancouver","Canada","British Columbia","6173331"
"Vancouver","United States","Washington","5814616"
"Vandalia","United States","Ohio","4527124"
"Vandavāsi","India","Tamil Nadu","1253452"
"Vanderbijlpark","South Africa","Gauteng","944986"
"Vandœuvre-lès-Nancy","France","Alsace-Champagne-Ardenne-Lorraine","2970797"
"Vänersborg","Sweden","Västra Götaland","2665171"
"Vangaindrano","Madagascar","Atsimo-Atsinanana","1054329"
"Vangviang","Laos","Vientiane Province","1655087"
"Vanino","Russia","Khabarovsk Krai","2119932"
"Vaniyambadi","India","Tamil Nadu","1253437"
"Vanløse","Denmark","Capital Region","2610734"
"Vannes","France","Brittany","2970777"
"Vannovka","Kazakhstan","Ongtüstik Qazaqstan","1517501"
"Vantaa","Finland","Uusimaa","632453"
"Vanves","France","Île-de-France","2970761"
"Vapi","India","Gujarat","7279741"
"Varadero","Cuba","Matanzas","3534632"
"Varāmīn","Iran","Tehrān","112214"
"Varanasi","India","Uttar Pradesh","1253405"
"Varangaon","India","Maharashtra","1253403"
"Varaždin","Croatia","Varaždinska","3188383"
"Varberg","Sweden","Halland","2664996"
"Varel","Germany","Lower Saxony","2817873"
"Varennes","Canada","Quebec","6173508"
"Varese","Italy","Lombardy","3164699"
"Vargem Grande","Brazil","Maranhão","3385538"
"Vargem Grande do Sul","Brazil","São Paulo","3445500"
"Varginha","Brazil","Minas Gerais","3445487"
"Vári","Greece","Attica","252270"
"Varjota","Brazil","Ceará","3385504"
"Varkala","India","Kerala","1253392"
"Varkaus","Finland","Northern Savo","632370"
"Varna","Bulgaria","Varna","726050"
"Värnamo","Sweden","Jönköping","2664855"
"Varnsdorf","Czech Republic","Ústecký","3063375"
"Várpalota","Hungary","Veszprém","3043095"
"Varto","Turkey","Muş","298088"
"Várzea Alegre","Brazil","Ceará","3385467"
"Várzea da Palma","Brazil","Minas Gerais","3445459"
"Várzea Grande","Brazil","Mato Grosso","3445451"
"Várzea Paulista","Brazil","São Paulo","3445446"
"Vasa","India","Gujarat","1253374"
"Vāsco Da Gāma","India","Goa","1253367"
"Vasil’yevo","Russia","Tatarstan","611182"
"Vasind","India","Maharashtra","1253363"
"Vaslui","Romania","Vaslui","663118"
"Vassouras","Brazil","Rio de Janeiro","3445433"
"Västerås","Sweden","Västmanland","2664454"
"Västervik","Sweden","Kalmar","2664203"
"Vasto","Italy","Abruzzo","3164672"
"Vāsudevanallūr","India","Tamil Nadu","1253357"
"Vasyl'evsky Ostrov","Russia","St.-Petersburg","8504949"
"Vasylivka","Ukraine","Zaporizhia","686729"
"Vasylkiv","Ukraine","Kiev","690412"
"Vaterstetten","Germany","Bavaria","2817818"
"Vatican City","Vatican","N/A","6691831"
"Vatra Dornei","Romania","Suceava","663100"
"Vattalkundu","India","Tamil Nadu","1253352"
"Vatutine","Ukraine","Cherkasy","690312"
"Vatutino","Russia","Moscow","476368"
"Vaudreuil-Dorion","Canada","Quebec","6173570"
"Vaughan","Canada","Ontario","6173577"
"Vaulx-en-Velin","France","Auvergne-Rhône-Alpes","2970456"
"Vauréal","France","Île-de-France","2970432"
"Vavatenina","Madagascar","Analanjirofo","1054192"
"Vavoua","Ivory Coast","Haut-Sassandra","2280045"
"Vavuniya","Sri Lanka","Northern Province","1225018"
"Vawkavysk","Belarus","Grodnenskaya","620391"
"Växjö","Sweden","Kronoberg","2663536"
"Vayalār","India","Kerala","1253340"
"Vazante","Brazil","Minas Gerais","3445418"
"Vec-Liepāja","Latvia","Liepāja","454432"
"Vechelde","Germany","Lower Saxony","2817813"
"Vechta","Germany","Lower Saxony","2817812"
"Vecsés","Hungary","Pest","3043019"
"Vedaraniyam","India","Tamil Nadu","1253330"
"Veendam","Netherlands","Groningen","2745783"
"Veenendaal","Netherlands","Utrecht","2745774"
"Veere","Netherlands","Zeeland","2745739"
"Vega Baja","Puerto Rico","Vega Baja","4568533"
"Veghel","Netherlands","North Brabant","2745726"
"Veinticinco de Mayo","Argentina","Buenos Aires","3833112"
"Vejalpur","India","Gujarat","1253315"
"Vejle","Denmark","South Denmark","2610613"
"Vel’sk","Russia","Arkhangelskaya","475938"
"Velasco Ibarra","Ecuador","Guayas","3650273"
"Velbert","Germany","North Rhine-Westphalia","2817724"
"Veldhoven","Netherlands","North Brabant","2745706"
"Velenje","Slovenia","Velenje","3189075"
"Veles","Macedonia","Veles","785058"
"Vélez-Málaga","Spain","Andalusia","2509769"
"Velika Gorica","Croatia","Zagrebačka","3188244"
"Velika Kladuša","Bosnia and Herzegovina","Federation of Bosnia and Herzegovina","3188225"
"Velikiy Novgorod","Russia","Novgorod","519336"
"Velikiy Ustyug","Russia","Vologda","476062"
"Velikiye Luki","Russia","Pskov","476077"
"Veliko Tŭrnovo","Bulgaria","Veliko Tŭrnovo","725993"
"Vélingara","Senegal","Kolda","2244177"
"Velingrad","Bulgaria","Pazardzhik","725988"
"Vélizy-Villacoublay","France","Île-de-France","2970203"
"Velletri","Italy","Latium","3164630"
"Vellmar","Germany","Hesse","3207197"
"Vellore","India","Tamil Nadu","1253286"
"Velp","Netherlands","Gelderland","2745677"
"Velsen-Zuid","Netherlands","North Holland","2745673"
"Velur","India","Tamil Nadu","1253278"
"Vemalwāda","India","Telangana","1253275"
"Venado Tuerto","Argentina","Santa Fe","3833062"
"Venâncio Aires","Brazil","Rio Grande do Sul","3445350"
"Venaria Reale","Italy","Piedmont","3164617"
"Vence","France","Provence-Alpes-Côte d'Azur","2970148"
"Venceremos","Mexico","Querétaro","8858122"
"Vendôme","France","Centre","2970110"
"Venëv","Russia","Tula","475881"
"Venezuela","Cuba","Ciego de Ávila","3534432"
"Venice","Italy","Veneto","3164603"
"Venice","United States","Florida","4176380"
"Venilale","East Timor","Baucau","1943235"
"Vénissieux","France","Auvergne-Rhône-Alpes","2970072"
"Venkatagiri","India","Andhra Pradesh","1253251"
"Venlo","Netherlands","Limburg","2745641"
"Venray","Netherlands","Limburg","2745634"
"Ventanas","Ecuador","Los Ríos","3650267"
"Ventimiglia","Italy","Liguria","3164582"
"Ventspils","Latvia","Ventspils","454310"
"Venustiano Carranza","Mexico","Chiapas","3514785"
"Venustiano Carranza","Mexico","Mexico City","3827407"
"Vepagunta","India","Andhra Pradesh","1253242"
"Vera","Argentina","Santa Fe","3833027"
"Vera Cruz","Brazil","Bahia","3445307"
"Veracruz","Mexico","Veracruz","3514783"
"Veracruz","Panama","Panamá","3700164"
"Veranópolis","Brazil","Rio Grande do Sul","3445299"
"Verāval","India","Gujarat","1253237"
"Verbania","Italy","Piedmont","6457398"
"Vercelli","Italy","Piedmont","3164565"
"Verden","Germany","Lower Saxony","2817599"
"Verdun","France","Alsace-Champagne-Ardenne-Lorraine","2969958"
"Vereeniging","South Africa","Gauteng","944385"
"Vereshchagino","Russia","Perm","475777"
"Verkhniy Ufaley","Russia","Chelyabinsk","1487394"
"Verkhnyaya Pyshma","Russia","Sverdlovsk","1487281"
"Verkhnyaya Salda","Russia","Sverdlovsk","1487277"
"Verl","Germany","North Rhine-Westphalia","2817576"
"Verneuil-sur-Seine","France","Île-de-France","2969796"
"Vernier","Switzerland","Geneva","2658154"
"Vernon","Canada","British Columbia","6173864"
"Vernon","France","Normandy","2969766"
"Vernon Hills","United States","Illinois","4914738"
"Vero Beach","United States","Florida","4176409"
"Vero Beach South","United States","Florida","7260233"
"Véroia","Greece","Central Macedonia","733905"
"Verona","Italy","Veneto","3164527"
"Verrettes","Haiti","Artibonite","3716044"
"Verrières-le-Buisson","France","Île-de-France","2969692"
"Versailles","France","Île-de-France","2969679"
"Versmold","Germany","North Rhine-Westphalia","2817537"
"Vertientes","Cuba","Camagüey","3534363"
"Vertou","France","Pays de la Loire","2969612"
"Veruela","Philippines","Caraga","1680040"
"Verviers","Belgium","Wallonia","2784821"
"Veshnyaki","Russia","Moscow","473972"
"Vesoul","France","Bourgogne-Franche-Comté","2969562"
"Vespasiano","Brazil","Minas Gerais","3445162"
"Vestavia Hills","United States","Alabama","4095415"
"Veszprém","Hungary","Veszprém","3042929"
"Vetapālem","India","Andhra Pradesh","1253220"
"Vettaikkaranpudur","India","Tamil Nadu","1253219"
"Vettūr","India","Kerala","1253216"
"Vevey","Switzerland","Vaud","2658145"
"Vezirköprü","Turkey","Samsun","738167"
"Vị Thanh","Vietnam","Hau Giang","1562538"
"Vialonga","Portugal","Lisbon","2261697"
"Viamão","Brazil","Rio Grande do Sul","3445156"
"Viana","Brazil","Maranhão","3385122"
"Viana","Brazil","Espírito Santo","3445153"
"Viana do Castelo","Portugal","Viana do Castelo","2732773"
"Vianen","Netherlands","Utrecht","2745580"
"Viareggio","Italy","Tuscany","3164433"
"Vibo Valentia","Italy","Calabria","2522776"
"Viborg","Denmark","Central Jutland","2610319"
"Vic","Spain","Catalonia","3106050"
"Vicálvaro","Spain","Madrid","3106054"
"Vícar","Spain","Andalusia","2509650"
"Vicente Guerrero","Mexico","Tlaxcala","3815453"
"Vicenza","Italy","Veneto","3164419"
"Vichuga","Russia","Ivanovo","473788"
"Vichy","France","Auvergne-Rhône-Alpes","2969392"
"Vicksburg","United States","Mississippi","4449620"
"Viçosa","Brazil","Alagoas","3385109"
"Viçosa","Brazil","Minas Gerais","3445133"
"Viçosa do Ceará","Brazil","Ceará","3385106"
"Víctor Rosales","Mexico","Zacatecas","4016132"
"Victoria","Argentina","Entre Rios","3832934"
"Victoria","Canada","British Columbia","6174041"
"Victoria","Chile","Araucanía","3868326"
"Victoria","Malaysia","Labuan","1733782"
"Victoria","Philippines","Calabarzon","1680018"
"Victoria","Seychelles","English River","241131"
"Victoria de Durango","Mexico","Durango","4011743"
